"","x"
"Number of MRMR features","22"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","273.435766021264"
"Ridge","282.961889595911"
"Elastic net","266.072843147175"
"Random forest","174.531997280742"
"KDPI","341.771638990808"
