"","x"
"Number of MRMR features","26"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","279.077595799774"
"Ridge","287.520421682745"
"Elastic net","272.475379768176"
"Random forest","173.655090362414"
"KDPI","331.606200886075"
