"","x"
"Number of MRMR features","39"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","304.591486403591"
"Ridge","312.331301597193"
"Elastic net","290.168766609678"
"Random forest","165.060997263617"
"KDPI","331.211544242744"
