"","x"
"Number of MRMR features","6"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","288.961739981852"
"Ridge","286.777860763673"
"Elastic net","288.093004376146"
"Random forest","206.996487919613"
"KDPI","347.284911839924"
