"","x"
"Number of MRMR features","94"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","361.165273641677"
"Ridge","328.493439867608"
"Elastic net","335.83144268798"
"Random forest","188.32094250618"
"KDPI","332.567900422666"
