"","x"
"Number of MRMR features","92"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","364.448934082392"
"Ridge","323.701842500899"
"Elastic net","332.474272909617"
"Random forest","176.808781876888"
"KDPI","331.209813045885"
