"","x"
"Number of MRMR features","49"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","310.388289177639"
"Ridge","311.477525951116"
"Elastic net","309.441611036603"
"Random forest","183.265726426156"
"KDPI","341.663832706426"
