"","x"
"Number of MRMR features","63"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","298.348846661488"
"Ridge","315.76633040183"
"Elastic net","300.27650343524"
"Random forest","182.019411535779"
"KDPI","339.518769106359"
