"","x"
"Number of MRMR features","53"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","300.200792115542"
"Ridge","310.139949544752"
"Elastic net","304.81532286487"
"Random forest","186.581083425562"
"KDPI","334.952007936481"
