"","x"
"Number of MRMR features","69"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","346.693744649652"
"Ridge","383.957697645178"
"Elastic net","295.430928951649"
"Random forest","175.033871494107"
"KDPI","336.811467535681"
