"","x"
"Number of MRMR features","21"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","268.161382110904"
"Ridge","271.514157194543"
"Elastic net","262.181121663059"
"Random forest","158.535293805114"
"KDPI","336.058087328063"
