"","x"
"Number of MRMR features","48"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.779211956521739"
"Ridge","0.817785101243704"
"Elastic net","0.716847826086957"
"Random forest","0.900679347826087"
"KDPI","0.532927966867163"
