"","x"
"Number of MRMR features","35"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.839637927216358"
"Ridge","0.778532608695652"
"Elastic net","0.838586956521739"
"Random forest","0.895244565217391"
"KDPI","0.532681613129035"
