"","x"
"Number of MRMR features","10"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.731509304512976"
"Ridge","0.719698314108252"
"Elastic net","0.732499577324756"
"Random forest","0.897282608695652"
"KDPI","0.531769797290897"
