"","x"
"Number of MRMR features","59"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","313.774154237673"
"Ridge","334.996967587101"
"Elastic net","302.792730341865"
"Random forest","194.679799640165"
"KDPI","337.093541580583"
