"","x"
"Number of MRMR features","78"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","312.687617527924"
"Ridge","346.264442593535"
"Elastic net","313.965937592636"
"Random forest","195.707954996158"
"KDPI","338.227210071584"
