"","x"
"Number of MRMR features","48"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","312.939110417043"
"Ridge","329.111625916061"
"Elastic net","299.6465582124"
"Random forest","173.482432818342"
"KDPI","334.462282226367"
