"","x"
"Number of MRMR features","6"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","270.84363782697"
"Ridge","273.178473509789"
"Elastic net","269.951135096037"
"Random forest","195.35541454942"
"KDPI","335.405733193624"
