"","x"
"Number of MRMR features","28"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.779363062647946"
"Ridge","0.805601633822032"
"Elastic net","0.778630897317299"
"Random forest","0.89480947728383"
"KDPI","0.513046450040924"
