"","x"
"Number of MRMR features","55"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.6749563398935"
"Ridge","0.776616281702899"
"Elastic net","0.667827414417791"
"Random forest","0.892255434782609"
"KDPI","0.529916007905138"
