"","x"
"Number of MRMR features","35"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.683800826639907"
"Ridge","0.767195991847826"
"Elastic net","0.671562033037332"
"Random forest","0.901086956521739"
"KDPI","0.527012284392608"
