"","x"
"Number of MRMR features","69"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.602939723320158"
"Ridge","0.316855840655524"
"Elastic net","0.312228260869565"
"Random forest","0.903125"
"KDPI","0.54135278064093"
