"","x"
"Number of MRMR features","68"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","361.471119045196"
"Ridge","350.417356925998"
"Elastic net","320.031909210762"
"Random forest","188.228857922487"
"KDPI","336.7833793373"
