"","x"
"Number of MRMR features","58"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","348.277037022938"
"Ridge","332.97431803446"
"Elastic net","306.019168671749"
"Random forest","175.39829740096"
"KDPI","330.316345741719"
