"","x"
"Number of MRMR features","14"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.642857819456285"
"Ridge","0.716520855425946"
"Elastic net","0.722496100818625"
"Random forest","0.927717391304348"
"KDPI","0.526482481485327"
