"","x"
"Number of MRMR features","70"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.809658428361577"
"Ridge","0.807310765921275"
"Elastic net","0.654619565217391"
"Random forest","0.907472826086957"
"KDPI","0.527557790223722"
