"","x"
"Number of MRMR features","80"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","352.999673437562"
"Ridge","335.365199494504"
"Elastic net","294.873858587206"
"Random forest","175.427296770679"
"KDPI","324.989511316275"
