"","x"
"Number of MRMR features","46"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","307.946414983973"
"Ridge","318.962304858854"
"Elastic net","293.46714441382"
"Random forest","176.495374589904"
"KDPI","339.000723763402"
