"","x"
"Number of MRMR features","86"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","344.596406599054"
"Ridge","340.924936905351"
"Elastic net","301.693535938176"
"Random forest","190.291173724627"
"KDPI","328.975419235291"
