"","x"
"Number of MRMR features","50"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","325.954898102649"
"Ridge","333.126587217487"
"Elastic net","301.728970325735"
"Random forest","176.668256219547"
"KDPI","332.251172208963"
