"","x"
"Number of MRMR features","72"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","328.574245058959"
"Ridge","340.857780907753"
"Elastic net","318.168304621901"
"Random forest","168.713119712232"
"KDPI","336.027868440895"
