"","x"
"Number of MRMR features","87"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.841193953804348"
"Ridge","0.870457290294247"
"Elastic net","0.84314250854932"
"Random forest","0.90258152173913"
"KDPI","0.528874144802449"
