"","x"
"Number of MRMR features","36"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","326.96098711104"
"Ridge","343.478504259009"
"Elastic net","316.820220940003"
"Random forest","173.164871853279"
"KDPI","335.895137716445"
