"","x"
"Number of MRMR features","41"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","340.747151954215"
"Ridge","353.686010601729"
"Elastic net","320.711841813961"
"Random forest","169.076933040231"
"KDPI","332.801210899624"
