"","x"
"Number of MRMR features","16"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","313.859031172605"
"Ridge","305.934927348629"
"Elastic net","298.884154323361"
"Random forest","162.852935038936"
"KDPI","336.676970236057"
