"","x"
"Number of MRMR features","44"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","322.363355755064"
"Ridge","324.199260531995"
"Elastic net","302.68859744632"
"Random forest","155.544129820109"
"KDPI","331.129679206737"
