"","x"
"Number of MRMR features","57"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","341.403268137287"
"Ridge","329.74735593328"
"Elastic net","319.001972512849"
"Random forest","188.219691288707"
"KDPI","344.866114860063"
