"","x"
"Number of MRMR features","95"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","338.146905566837"
"Ridge","315.614531211698"
"Elastic net","325.670081130536"
"Random forest","172.095728198981"
"KDPI","335.82335931786"
