"","x"
"Number of MRMR features","7"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","272.336970146733"
"Ridge","270.398622167904"
"Elastic net","269.231315411131"
"Random forest","148.786710452971"
"KDPI","336.497255441013"
