"","x"
"Number of MRMR features","54"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","327.138655204293"
"Ridge","308.841936851461"
"Elastic net","298.66863693162"
"Random forest","170.542374785069"
"KDPI","336.256436472004"
