"","x"
"Number of MRMR features","36"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","289.119078953612"
"Ridge","305.80902448771"
"Elastic net","294.766877141848"
"Random forest","157.577718867446"
"KDPI","333.89143454772"
