"","x"
"Number of MRMR features","31"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.842251259122212"
"Ridge","0.816781482985163"
"Elastic net","0.816519474637681"
"Random forest","0.919157608695652"
"KDPI","0.520951286032808"
