"","x"
"Number of MRMR features","29"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.849798079767024"
"Ridge","0.793181002378068"
"Elastic net","0.848892852335442"
"Random forest","0.91195652173913"
"KDPI","0.511161861445164"
