"","x"
"Number of MRMR features","23"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","309.81054168529"
"Ridge","283.357308908009"
"Elastic net","269.652402803488"
"Random forest","156.392648684173"
"KDPI","336.820644285383"
