"","x"
"Number of MRMR features","18"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","307.760305416499"
"Ridge","281.450021848688"
"Elastic net","272.474184631678"
"Random forest","187.75752013635"
"KDPI","335.034212521691"
