"","x"
"Number of MRMR features","56"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","370.742113978683"
"Ridge","353.114205195863"
"Elastic net","336.885304582491"
"Random forest","168.87076833829"
"KDPI","340.51275345311"
