"","x"
"Number of MRMR features","93"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","359.657642510891"
"Ridge","330.372961465742"
"Elastic net","338.596062405249"
"Random forest","175.563892716806"
"KDPI","327.621998759193"
