"","x"
"Number of MRMR features","42"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","321.007218161589"
"Ridge","323.084343483364"
"Elastic net","293.997472788278"
"Random forest","189.98661050734"
"KDPI","333.008847903572"
