"","x"
"Number of MRMR features","12"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.723414546978212"
"Ridge","0.717696629213483"
"Elastic net","0.720642223869126"
"Random forest","0.923599450274863"
"KDPI","0.539574841485507"
