"","x"
"Number of MRMR features","23"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","301.552808017239"
"Ridge","297.911062356921"
"Elastic net","302.842284536788"
"Random forest","192.792427008593"
"KDPI","334.333134786033"
