"","x"
"Number of MRMR features","35"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","367.933349307995"
"Ridge","445.510445662124"
"Elastic net","396.281564481574"
"Random forest","171.081889169109"
"KDPI","340.138045635834"
