"","x"
"Number of MRMR features","15"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","262.653507532674"
"Ridge","264.675340101754"
"Elastic net","263.213626266453"
"Random forest","192.353850658509"
"KDPI","338.938566539204"
