"","x"
"Number of MRMR features","55"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.833065711462451"
"Ridge","0.833873114463177"
"Elastic net","0.829891304347826"
"Random forest","0.915760869565217"
"KDPI","0.518072610165652"
