"","x"
"Number of MRMR features","16"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.76784259326628"
"Ridge","0.776106438478202"
"Elastic net","0.759845512184104"
"Random forest","0.914538043478261"
"KDPI","0.544465679670776"
