"","x"
"Number of MRMR features","58"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.784294085726005"
"Ridge","0.794884580905423"
"Elastic net","0.822396183874007"
"Random forest","0.899592391304348"
"KDPI","0.522377724501172"
