"","x"
"Number of MRMR features","94"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","339.397395854091"
"Ridge","341.144912880036"
"Elastic net","311.442453874326"
"Random forest","181.82291230599"
"KDPI","336.802116485858"
