"","x"
"Number of MRMR features","55"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","340.070615334526"
"Ridge","340.473938654186"
"Elastic net","301.184411242853"
"Random forest","186.164925019406"
"KDPI","329.379910007563"
