"","x"
"Number of MRMR features","34"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","295.535519243961"
"Ridge","315.898968352268"
"Elastic net","285.352768205207"
"Random forest","165.25178201612"
"KDPI","330.783907448888"
