"","x"
"Number of MRMR features","93"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","363.948920694732"
"Ridge","322.538220715462"
"Elastic net","306.410649400377"
"Random forest","179.318301741003"
"KDPI","335.533410953514"
