"","x"
"Number of MRMR features","46"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","348.083359062727"
"Ridge","331.481607735006"
"Elastic net","287.271681294435"
"Random forest","186.411898713561"
"KDPI","333.553523252956"
