"","x"
"Number of MRMR features","14"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","260.354668137379"
"Ridge","258.942380277969"
"Elastic net","260.358170860203"
"Random forest","152.26902916872"
"KDPI","337.49276538099"
