"","x"
"Number of MRMR features","93"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","325.29737677149"
"Ridge","279.399782512427"
"Elastic net","319.340591124473"
"Random forest","167.550239517876"
"KDPI","331.657619296077"
