"","x"
"Number of MRMR features","33"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","274.482104926831"
"Ridge","281.626640193386"
"Elastic net","286.966356175638"
"Random forest","159.714845757951"
"KDPI","338.060306593173"
