"","x"
"Number of MRMR features","32"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.741072237318841"
"Ridge","0.713247349884178"
"Elastic net","0.740658084078528"
"Random forest","0.912907608695652"
"KDPI","0.524750194538766"
